ym,size_factor,value_factor,mom_factor,qual_factor,lowvol_factor,rev_factor,ewtret,vwtret
2005m7,-1.9697542,-1.9350829,2.1756077,-.82381773,.53353894,.90672827,4.21,6.510000000000001
2005m8,.36227345,-1.0625346,-.8640728,.79665399,-.39028278,1.7094505,-4.12,-4.41
2005m9,-.81277585,-1.1308665,.75679278,2.293715,1.5297122,-.15470195,-.89,-.14
2005m10,.17625713,-.23069847,-.16818237,.76355469,.39391598,-2.4885795,-2.51,-2.52
2005m11,-5.1007075,-.65468121,2.8638051,-.42102051,.64482796,4.1018467,2.83,4.46
2005m12,1.6709937,1.6458116,-1.3668988,-3.1098847,-.98524845,.89117134,.36,.08
2006m1,-2.6759143,.81995916,.54765034,.52182198,1.3594095,.71866083,5.5,6.54
2006m2,-.94473827,-2.4392223,.57138121,2.365351,1.1009778,-.30800951,.54,1.64
2006m3,-.37811089,-.74030447,2.9267831,1.9613466,1.385257,-2.2459617,4.35,4.97
2006m4,-.76745367,1.7508752,.046810627,-2.8156474,-.32832333,1.9814329,-2.66,-3.03
2006m5,1.9724971,.16452837,.89850235,.17712235,1.0570996,.74702907,-2.19,-2.76
2006m6,-.5538063,-1.3944869,1.6657736,-.92560124,.96144116,2.8151231,4.06,4.9
2006m7,-2.7208281,-2.4117548,1.3778691,1.6938176,1.9605675,-.50890446,1.55,2.98
2006m8,.35710287,-.70607615,1.0885401,.11691093,-.58126014,-2.3482382,3.44,3.38
2006m9,1.7378523,-1.4884399,-2.9755981,-.87986469,-.65216756,1.4479915,2.04,2.03
2006m10,.58789444,-.17035961,-1.1900849,.7640748,-1.7623556,-1.4584637,5.800000000000001,6.16
2006m11,-2.9346128,-4.9512215,-.64645863,-1.0854545,.24828835,3.187058,2.58,4.37
2006m12,1.4447432,1.2472253,-.09060365,2.1501384,.76204067,.081643879,.6,-1.17
2007m1,-7.1923819,-4.9536834,1.1001987,-.50728226,.55248064,2.9599309,3.67,7.64
2007m2,1.3076077,2.7587943,-1.7651737,-.062612534,-.59448391,1.4422699,-2.51,-2.74
2007m3,2.6638663,3.2860172,.43328381,.25799227,-1.1062456,-2.4251719,-2.38,-2.49
2007m4,.23421584,-.29747733,-.26198405,.72032273,1.1228189,.87308532,.9199999999999999,.15
2007m5,2.2616584,3.2423711,-2.4403706,-.58735681,-.81892955,2.1264906,.49,.15
2007m6,6.196764,6.3034329,-.42144489,2.3396854,3.4270897,-5.2197528,-6.04,-8.949999999999999
2007m7,1.5073562,-2.4165211,2.334321,.16533041,-.25010306,-.47450876,-11.52,-8.92
2007m8,-1.9189968,-1.3256373,1.8118739,-.34577179,-1.005708,4.9128194,1.08,5.26
2007m9,-2.6169968,-4.9312396,-.29794598,2.9483118,.3247681,.3589468,3.17,4.35
2007m10,-1.6881948,-1.1315732,1.8574662,2.6118889,-.60464692,-.067214727,-1.64,.9299999999999999
2007m11,3.5222702,-4.3690653,3.569829,6.7388868,1.0787976,-2.0397205,-9.049999999999999,-8.630000000000001
2007m12,1.8858531,-2.4883919,2.0580025,2.5932093,1.2323976,-2.2268925,-3.21,-4.23
2008m1,2.0909548,.020184755,-4.799118,-.64790177,-.78164721,1.1861486,2.69,-.35
2008m2,.13096762,-1.446429,.37223697,1.6789322,.19445385,-.93383849,-3.95,-3.91
2008m3,-5.7526526,-6.8261881,3.3647785,2.4341249,-.26983967,2.8149986,-1.12,3.35
2008m4,-1.8282719,1.4314346,.95694494,-.72020721,-.38692579,1.0555625,5.87,6.38
2008m5,.02259922,2.6345363,-.98176825,-.95839548,.38387969,1.4641517,-.14,.84
2008m6,2.0641088,-5.1954775,.7608223,2.5936794,.62064874,1.1511335,-13.06,-11.41
2008m7,3.583406,-6.7270594,5.770997,12.131483,5.7092767,-4.471786,1.27,2.83
2008m8,-1.6229606,1.3848186,-1.8267701,1.342978,.34842074,4.4643779,2.31,2.11
2008m9,4.8064957,-14.100908,14.716053,9.7629805,3.6803293,-6.3977499,-3.04,-.41
2008m10,6.41819,-13.916544,9.3181267,13.553652,1.2854775,-8.3754005,-29.89,-30.21
2008m11,8.990159,-16.338703,7.6178951,19.608368,4.5912619,-22.383057,-21.71,-21.43
2008m12,2.7127695,6.9679585,-9.6704435,-13.340993,-2.0007854,16.281685,13.01,15.36
2009m1,2.5536938,-6.1159496,-1.4743385,.87276649,.26469582,3.9725065,-11.31,-16.51
2009m2,3.3432436,-10.947622,12.182464,4.9307823,3.2709134,-5.783926,-20.62,-19.28
2009m3,1.788271,-9.097168,1.9396443,4.2300663,4.3649817,-3.2584178,7.57,4.42
2009m4,-14.302473,47.072308,-23.951281,-20.090147,-13.993524,12.107035,33.88,27.88
2009m5,-3.9208026,10.932725,-.7424624,.97035706,-.95304435,-3.0197604,4.79,2.13
2009m6,5.3686113,-1.2412536,.7208333,1.8501637,-.011434453,3.4079192,-1.05,-2.56
2009m7,1.2867317,.06479454,1.8325305,3.9966063,4.7511911,-2.9845481,7.33,10.12
2009m8,-5.057054,12.642823,5.3015881,-14.032555,-4.5220561,3.6609144,16.15,12.18
2009m9,-4.5869069,9.3994484,3.1433506,-5.7900267,-2.0759046,-3.4864326,9.41,6.38
2009m10,.15251112,-7.4846067,-2.2708848,5.0940228,1.4775969,6.1123061,-6.69,-4.79
2009m11,-3.814332,1.70614,2.098989,2.9449894,2.5929322,4.2828164,2.69,6.81
2009m12,2.2211146,2.6729684,.28767109,-5.482779,.2486842,1.0196404,5.970000000000001,6.36
2010m1,3.914001,.22438431,-3.3513706,2.1940098,-.30175972,3.3811297,-.9900000000000001,-4.66
2010m2,-6.727324,2.5176682,1.9858117,1.6847663,-.1033251,3.8768911,4.130000000000001,4.89
2010m3,1.0504599,6.7324591,1.1583652,-2.4968615,3.8100657,.88122845,10.35,9.42
2010m4,-2.5118392,-.1779108,-1.2855,-2.3379917,-.13310982,-1.982265,9.139999999999999,6.44
2010m5,-.67241096,-2.8164363,1.7344489,4.3923435,-.66993195,.027273178,-6.79,-5.65
2010m6,1.746769,-2.6149054,-.5195961,6.3422146,-.37625113,-2.631124,-4.84,-4.89
2010m7,-5.1287036,-2.5337677,.039599419,-1.8985701,2.769073,2.9115829,7.69,9.24
2010m8,-.78193223,-5.1736908,.23036027,1.911664,1.6536301,-.41811264,-1.72,-1.37
2010m9,1.9271126,4.7808404,1.167768,-1.1905904,-1.0283726,3.3436551,5.35,4.47
2010m10,.29678869,4.2365522,-2.7026448,-3.0599549,-1.3223989,-4.1256375,6.619999999999999,4.56
2010m11,-1.5352746,3.8637552,.010453641,-2.4940104,-2.1193416,-1.8062335,-1.53,-1.18
2010m12,1.1017671,6.3688936,1.720808,-2.0690608,.45119688,.30286908,6.22,4.72
2011m1,-3.7490275,6.2194939,.91143131,-.10490179,2.2827024,-2.9042561,3.01,3.67
2011m2,-1.8868399,-1.3219063,.34083843,.81436491,1.012504,2.0375721,4.63,4.5
2011m3,-1.5040199,.53979844,-1.1056174,.29519737,.16967592,.59511423,-2.52,-1.37
2011m4,-.90249014,1.1483068,1.8324485,-1.9714851,1.2773856,1.6220183,3.89,4.87
2011m5,-1.846163,-1.1303091,2.250267,2.2563651,.80832809,-1.7221524,-.26,.8200000000000001
2011m6,.52148151,-1.496017,.72696686,-.93708825,-.600802,1.4678338,-2.64,-2.78
2011m7,-.73960698,-4.0055227,4.4348049,1.1031464,2.0211277,2.376323,-.89,.39
2011m8,-.54625082,-7.2899632,4.7128029,8.6847429,6.5385122,-10.614297,-7.52,-5.11
2011m9,1.4775734,-.19918919,.031085014,3.8783803,-3.8186457,-1.6779108,-9.69,-10.36
2011m10,-5.8717499,4.750905,-2.9974518,-2.0666552,-.69637531,4.5419788,11.4,13.29
2011m11,-.30579066,-1.5829642,.62897396,4.3596678,.073760077,3.3706453,-2.73,-3.52
2011m12,-.93531895,.84186506,-.60691547,-1.3965263,1.100982,1.4061558,4.03,4.54
2012m1,.99214935,6.583035,-2.6662054,-2.4263597,-.24752972,-.061065197,8.609999999999999,6.510000000000001
2012m2,.82967925,2.1883779,.79569674,-2.7212436,-1.5139227,-1.4258348,.38,-.66
2012m3,-1.8188689,-1.9582977,.85783863,.49190855,.83846706,-1.4519677,3.87,4.390000000000001
2012m4,-2.0045471,-2.6361749,2.2059193,2.4459071,.95606297,1.502928,1.68,2.79
2012m5,.9905324,-.5641017,-.96780348,.095483303,-.2673068,-1.3710608,-3.89,-3.94
2012m6,.62754107,.23075581,-.23998737,.20556831,2.3256817,.14024496,5.75,5.86
2012m7,-1.113039,-5.6358223,1.0705198,1.9638016,2.6166911,-.98581505,1.98,2.32
2012m8,1.330937,3.059356,-2.6546738,-6.2157063,-1.4205285,3.6815634,1.93,.49
2012m9,2.96698,5.3747387,-2.9754937,-2.8488252,-.7327643,-2.2731965,1.2,-.89
2012m10,1.0986588,-3.1456099,-.038507745,2.0198917,1.273391,.43408042,-.42,-.36
2012m11,1.2519141,1.4717885,.74262929,2.3138986,.0037353078,.92680508,.14,-.67
2012m12,.33676505,.61192989,-.98347068,-.53144813,.38663787,-.56257272,3.42,3.17
2013m1,2.9743307,4.2185841,4.8054891,-1.2453966,-.16533452,1.0865178,6.44,4.26
2013m2,3.6386132,1.9309375,-1.2506998,.74539781,.72390783,-.16344231,2.69,1.29
2013m3,2.3657067,2.6484427,1.1327462,-.87280726,-1.3733574,-2.7254922,5.609999999999999,3.28
2013m4,-2.7784853,-3.2394404,2.4428828,.54001093,.79996932,2.4038777,3.52,5.84
2013m5,1.3566194,1.9107575,-1.259572,.26060772,-1.3706992,2.5326748,-5.33,-6.56
2013m6,-.77182722,-.10623717,-1.1145883,3.3329358,.63694322,-1.4682759,-2.65,-2.32
2013m7,-.44274849,.9079107,1.9746715,.31844354,-.24024767,1.2802353,1.09,.5499999999999999
2013m8,-.80678225,1.8706198,-1.1325531,1.1234312,.32741535,3.4053454,-6.38,-6.25
2013m9,.52962327,.47968483,2.4039254,2.230026,.13944772,-.36617517,3.93,3.56
2013m10,-.44941545,.83482933,-.6416347,1.1811709,-.34330755,-.51669836,3.78,4.06
2013m11,4.9587665,1.6704249,-.13443518,-.58388376,-1.3977066,-.36050892,-2.36,-4.52
2013m12,-1.7340076,1.2921925,.91525972,1.5433897,-.56071824,-1.9967473,.77,.8699999999999999
2014m1,-1.6823425,-3.9270096,-2.8869791,1.0632714,1.4710041,3.9698856,2.48,3.57
2014m2,-1.6649334,.53476334,-2.1561382,-1.0810766,-.70926255,.62910318,4.279999999999999,4.63
2014m3,.040534914,.31962022,1.6045227,.41347966,-.040707719,-.32209146,.07,.25
2014m4,-2.226938,.16224098,-.33946681,1.5089185,-.96412158,-.41807067,1.37,2.8
2014m5,.088331223,1.1016803,.27609062,-.6582799,-.17126381,.97159743,2.54,2.76
2014m6,.58483529,1.9158456,.84389704,-.2565589,-.22119679,.094056129,2.07,1.19
2014m7,-2.8809793,-2.6856847,-1.5849118,1.7321543,1.3975115,.39970976,-1.07,-.22
2014m8,.16315413,1.688509,1.8807099,.76350522,-.52127701,1.1880531,3.27,3.37
2014m9,-1.2530961,-2.0295019,-.76665163,1.2952538,.24825507,-.84275341,-5.38,-5.55
2014m10,3.8856497,1.2478232,.30532455,-1.1613455,-1.844529,1.054811,7.8,8.57
2014m11,-2.3834796,-1.3836474,1.6308515,-.53241825,-.060744788,.80174398,1.24,2.18
2014m12,1.4125929,1.0368366,1.6755594,-1.3860579,-1.176818,2.4282568,.96,1.06
2015m1,-1.2963676,-3.0690882,5.8574419,-1.2122693,2.8980374,-.76900434,3.77,5.7
2015m2,.77632523,.57287455,-1.4105422,.73207426,-.99448395,3.6004214,-1.11,-2.59
2015m3,.86745173,-1.4729985,1.9938877,-1.1651871,-.23305535,2.1527855,1.36,1.19
2015m4,2.3738899,-.66498232,-2.8854065,1.3705626,-.20356588,-.093987942,-3.35,-4.64
2015m5,-3.5585496,-1.2198246,.19349651,-1.5359519,-.11324329,-.29662812,-.76,-.16
2015m6,2.0343816,.65739918,-1.2606485,2.6854534,-.13329983,2.038728,-3.72,-4.27
2015m7,-4.2121496,-3.2822845,2.9720175,-.52916098,1.0138535,5.1653996,2.55,4.78
2015m8,-1.1903667,-4.8313584,2.7984357,2.8507357,1.611407,-.78541183,-6.4,-5.57
2015m9,-.55646873,-3.3547096,2.6056809,-.19612575,.69168943,-1.1459408,.8099999999999999,1.89
2015m10,-1.3308921,-.2396121,.024406433,1.4837332,-1.7900159,6.1114445,5.19,6.1
2015m11,1.1443617,.39980829,-.56261313,-1.9310241,-.55874217,4.5276313,.5,-.35
2015m12,-3.6915631,-5.8966212,-1.4649518,4.0327845,.98923439,.5351485,-1.52,1.11
2016m1,.60468864,-3.5724592,4.9988441,2.4577603,2.3642137,-5.5323229,-4.41,-3.51
2016m2,.85198557,4.2840009,-2.1885741,.0089116693,-.43650463,1.5352712,.35,-.37
2016m3,-3.1228433,2.314991,-1.3328142,-.68576431,-.39521229,2.1668148,10.63,10.12
2016m4,2.8457851,1.988959,-2.5820076,-2.0636199,-1.2567546,-2.3522997,.02,-1.69
2016m5,.31691384,-1.699626,.64541698,.78571856,.8601113,1.5195887,2.38,2.36
2016m6,1.1810308,-1.7576733,5.289711,-.39420176,2.0010829,-2.371942,6.1,6.660000000000001
2016m7,2.2967021,5.6888623,.098440647,-4.9739971,-1.7350513,.66888642,5.510000000000001,3.85
2016m8,3.244983,1.3292305,.43200517,-1.3595767,-1.8585068,-1.3220932,-1.51,-3.28
2016m9,.69563651,-2.6988893,-.37543207,-.63806367,.9444046,2.0355761,-1.19,-1.42
2016m10,-.33703136,1.4222827,1.9866796,-.5213747,-1.7991014,-2.6500442,-3.85,-4.84
2016m11,6.8272448,9.1051693,-2.7014079,-.3796773,-3.0599117,-1.6201928,1.49,-2.03
2016m12,1.8281636,1.5860839,1.3745246,.31817293,.3414534,1.7009163,4.67,4.18
2017m1,-2.0680833,.75490677,-2.2624829,-.21312045,-.44979101,1.6075733,-.02,.22
2017m2,-.99381161,-1.8436935,.38477254,1.8608487,.65756822,2.2692351,3.1,4.17
2017m3,.40244395,-1.1637483,1.8375992,2.3493581,-.42252257,.1274426,-1.05,-1.38
2017m4,2.3105626,-2.0473123,2.9674144,.92152953,.084100209,-4.1347451,1.22,.5599999999999999
2017m5,-2.3793709,-6.6302876,5.1421385,2.902674,2.9455562,-5.399817,-1.83,-.1
2017m6,.72549188,2.2343926,-1.03664,-1.7970572,-.98420185,1.2148365,2.55,2.02
2017m7,1.1786296,1.6679556,-.0070837736,.16152275,-1.2615883,1.4062452,1.49,1.23
2017m8,-1.3266971,-5.5454807,4.9544234,3.0962691,2.2475705,-1.1628679,-1.06,.64
2017m9,2.2387388,4.2725277,-4.9535904,-1.3226368,-2.3497684,3.9814923,1.3,-.66
2017m10,-.57284701,-3.4459453,4.6966305,1.9634768,1.1270957,1.8380623,-1.27,-.15
2017m11,.58177018,-2.0997269,-2.742053,-.15190339,-.66252214,1.8595605,2.01,2.57
2017m12,-2.4545252,1.2025865,-2.5841901,.98035061,-.60141212,-1.3605294,.49,-.09
2018m1,-2.8750155,-2.3265529,3.8558879,2.0660298,-1.3901999,2.1385088,-4.22,-3.21
2018m2,-2.0487576,-2.1783209,1.3240757,2.1420655,.98442012,-.29443026,-7.59,-6.950000000000001
2018m3,1.4086015,-2.4676709,.19978237,.41829705,1.552622,1.7761741,4.130000000000001,3.69
2018m4,3.0613213,2.987833,-1.6785198,-.25227249,-1.8956327,-2.9073136,1.79,.51
2018m5,1.6763632,6.229146,-2.1831388,1.0090251,-1.3087047,-1.789799,5.319999999999999,3.5
2018m6,-.18571472,1.08392,-1.6922746,-.22238636,.35683572,.33199692,3.68,4.07
2018m7,-1.4378046,-1.1827056,-1.0964183,-1.1695938,1.2730715,-.68612719,.48,.73
2018m8,2.1358061,-1.2017739,-.42964113,-1.4852015,.34366864,-1.8325633,3.06,2.6
2018m9,-.18213677,.21754575,-2.2240152,1.1818683,-.80704856,1.2550015,-2.2,-2.36
2018m10,-2.6235986,-5.125453,2.6903167,.45270038,3.9671559,1.2898436,-4.58,-2.6
2018m11,-1.1252904,-3.8842883,.62736893,2.4052777,1.1149937,-2.3542004,2.44,4.43
2018m12,-.27882147,-4.3408895,3.2139745,1.494194,1.5667835,-1.0411496,-8.84,-7.53
2019m1,1.8708963,4.6716328,-3.4680166,-2.9792309,.40945718,4.7069998,13.15,11.36
2019m2,.29627162,.44349456,-1.7418042,2.5247908,.75445205,3.0053921,.61,.46
2019m3,-2.0845392,-4.6787295,3.530968,2.0082664,2.3648329,2.543988,1.97,4.2
2019m4,1.8334932,.63818389,.93888396,-1.1042421,-.3907727,-1.4269706,1.27,-.07
2019m5,-1.1540172,-3.3162813,5.4158258,3.8557653,3.9328234,-.59560221,-2.15,.26
2019m6,1.4059585,2.4377198,-.2143364,-1.5829152,-.7895512,3.4969532,2.03,1.61
2019m7,.065253258,-1.7728981,.58134729,.0032221079,1.9605256,2.0393457,1.53,1.57
2019m8,-4.0598373,-9.0712156,5.0327764,2.9060643,3.5692544,1.650681,-.53,3.41
2019m9,2.6153955,7.7306767,-4.0746355,-3.5285041,-2.979564,6.2970014,5.17,2.1
2019m10,4.0372896,-1.296671,.015802801,-3.9286227,.39178985,.31843695,2.13,1.22
2019m11,1.1804873,2.0625381,-.37248063,.42640042,-.92350233,-1.0767167,-.21,-1.34
2019m12,-2.5690725,2.4315195,.35475487,2.3535967,-.74325997,1.2756329,.64,.7000000000000001
2020m1,-.47456169,-7.1845984,1.3853837,1.6093242,2.0944011,.72270232,-.3,1.43
2020m2,.68116331,-2.6457686,-.30885506,1.6895328,.017905977,-.79426718,-7.44,-6.959999999999999
2020m3,-6.9366875,-26.471157,22.496927,9.2975044,3.885422,-13.785553,-33.45,-20.75
2020m4,.62264633,9.5715189,-4.1874204,-2.3480601,-2.5445597,7.9453092,13.03,9.039999999999999
2020m5,-6.9277773,-8.4393606,9.7445869,4.0800304,3.7421255,6.5674362,.17,1.78
2020m6,5.113225,4.6811438,-7.0534134,-6.7503462,-1.9930298,7.3094444,8.51,2.74
2020m7,-3.8007212,-11.919161,3.3228836,2.4793873,3.5910904,3.862237,-1.16,3.82
2020m8,3.5832791,5.4222965,-8.0568981,1.6886022,-3.4201841,3.2429745,3.03,.3
2020m9,-.71990037,-2.3305228,-3.0551403,1.7053649,-.27676591,.85340214,-4.100000000000001,-2.49
2020m10,2.8570876,-2.7045743,1.7541597,-.69638014,-.640674,.33976102,-2.72,-3.19
2020m11,7.6625118,32.272125,.24269867,-16.971371,-8.8408175,8.2152481,21.8,9.619999999999999
2020m12,4.0314488,1.9294918,1.4552335,-1.5612171,-.22628257,-1.8168306,4.42,2.79
2021m1,.20780943,5.4989753,-2.9059045,1.1788709,-1.0476063,2.0821388,1.78,-.13
2021m2,5.3127689,7.0902119,5.259407,-1.6676068,-5.8711119,-1.4947615,8.34,2.96
2021m3,-4.1775823,-.59352732,1.804193,1.9967456,4.2154369,4.6988697,3.41,5.47
2021m4,-1.1283031,-3.0878491,.020851135,.71774197,4.3064537,-1.9880605,5.91,7.870000000000001
2021m5,-1.2098615,1.0064815,-.03056252,.68598783,-.0077310186,-.48114663,.76,.8
2021m6,.35360765,-1.6809125,-4.8548737,1.980786,2.5953865,-3.0524039,3.07,2.83
2021m7,.62911749,-2.3444178,-.55839682,2.8143249,4.4148803,-.51495743,1.03,4.04
2021m8,-2.0161352,-3.0352995,1.4937356,3.8556669,.86179203,-.66676128,.95,2.13
2021m9,5.3225141,4.4980588,-3.6913095,-2.9459934,-4.5296779,1.471283,-2.95,-5.75
2021m10,-2.5756583,-5.8803616,7.9781017,5.5177112,4.6424441,2.7657189,4.26,6.98
2021m11,1.3974447,.15031494,2.2470155,1.6191174,.32724613,-2.8318076,-2.92,-1.24
2021m12,.060941696,-2.2321424,1.8102417,2.8035536,1.4592292,1.8959837,7.340000000000001,9.130000000000001
2022m1,2.5923271,6.7886691,-2.5088687,-4.9198022,-2.050319,3.9199839,-4.79,-7.68
2022m2,3.058609,6.4141355,.86816883,-4.4259944,-.21497253,-4.6663237,-1.71,-3.96
2022m3,-1.4903541,-4.2879901,5.3954825,-.24231625,-.35386148,1.7531161,4.88,6.83
2022m4,-5.238616,.28528857,3.2525363,3.7102101,.68715614,.032518625,-6.16,-3.93
2022m5,1.3454275,6.2582631,-9.54175,-3.5958004,6.6667376,-4.169795,-2.02,-4.3
2022m6,-1.7656174,-8.1038189,-.85287619,3.1653442,4.3674612,-4.2180567,-9.859999999999999,-7.31
2022m7,-.31319141,.62028122,-3.531004,-.67255783,-1.3687539,1.882062,10.11,8.74
2022m8,-.67481089,-3.3739219,.3753624,1.7622466,1.072889,-1.6917477,-6.260000000000001,-5.86
2022m9,.96704388,-.22460079,1.6562195,.38006687,.062608086,.78216648,-15.07,-13.15
2022m10,8.9544411,5.8889217,.50739908,-1.6339047,-5.3606176,-3.6633275,9.75,3.72
2022m11,-2.482964,1.0141082,3.6553993,-1.8040614,-2.1117451,1.6042533,3.7,6.04
2022m12,-2.0884767,-4.0501442,2.8417284,1.3301253,.88091791,.065993786,-7.84,-5.12
2023m1,-1.6523409,2.7860203,.45418072,-4.5355301,-.23570561,4.1301279,12.92,10.26
2023m2,.23545885,-5.1544652,-.0042023659,1.9621215,-.67766696,-.8307023,-6.16,-6
2023m3,-2.9994507,-7.7551017,-1.149312,3.6104431,3.4799511,.2665472,-7.000000000000001,-2.1
2023m4,-4.005868,-2.4233196,2.2644019,-1.8407247,-.2887274,2.1666205,-2.22,.32
2023m5,4.0047688,-.096048832,.49376059,-.70449185,-2.5481901,1.3205075,-2.14,-4.17
2023m6,1.423039,8.240715,-8.0438108,1.0607123,-2.3953364,.19678831,8.01,5.62
2023m7,2.3661296,10.210249,2.0541031,-.90194905,-2.9954388,-4.498323,4.45,2.17
2023m8,-1.0071235,-3.1097376,2.2652423,-2.0114174,-.54948747,.53554153,-3.56,-3.24
2023m9,.17916059,.36044359,2.9455419,1.9476557,-3.5235095,.78335762,-5.96,-6.83
2023m10,-2.0450861,-6.1815753,2.2969592,4.6478553,1.6334447,1.5706956,-6.32,-3.46
2023m11,-3.7036562,-.92186737,-3.1600208,1.1216841,1.425989,1.1671124,10.51,11.92
2023m12,1.1673422,8.0483484,-7.2219687,-3.9222765,-2.6096716,1.4188318,10.23,8.81
